entry,at,order
"-- ending hand #235 --",2025-01-28T06:50:16.791Z,173804701679102
"""DeezLouiz @ AkoTA5kmtN"" collected 2.47 from pot with Two Pair, 10's & 6's on the second run  (combination: 10♥, 10♣, 6♠, 6♦, K♠)",2025-01-28T06:50:16.791Z,173804701679101
"""DeezLouiz @ AkoTA5kmtN"" collected 2.47 from pot with Straight, K High (combination: K♠, Q♦, J♣, 10♥, 9♦)",2025-01-28T06:50:16.791Z,173804701679100
"River (second run): 9♣, 7♦, 6♠, 6♦ [10♣]",2025-01-28T06:50:12.779Z,173804701277900
"Turn (second run): 9♣, 7♦, 6♠ [6♦]",2025-01-28T06:50:08.709Z,173804700870900
"Flop (second run):  [9♣, 7♦, 6♠]",2025-01-28T06:50:04.686Z,173804700468600
"River: 7♣, 9♦, J♣, Q♦ [5♣]",2025-01-28T06:50:00.653Z,173804700065300
"Turn: 7♣, 9♦, J♣ [Q♦]",2025-01-28T06:49:56.623Z,173804699662300
"Flop:  [7♣, 9♦, J♣]",2025-01-28T06:49:52.615Z,173804699261500
"""DeezLouiz @ AkoTA5kmtN"" shows a 10♥, K♠.",2025-01-28T06:49:48.599Z,173804698859901
"""Zaleu @ sN5xMfD2pb"" shows a 10♠, 5♦.",2025-01-28T06:49:48.599Z,173804698859900
"All players in hand choose to run it twice.",2025-01-28T06:49:47.764Z,173804698776401
"""Zaleu @ sN5xMfD2pb"" chooses to  run it twice.",2025-01-28T06:49:47.764Z,173804698776400
"""DeezLouiz @ AkoTA5kmtN"" chooses to  run it twice.",2025-01-28T06:49:46.645Z,173804698664500
"Remaining players decide whether to run it twice.",2025-01-28T06:49:45.296Z,173804698529601
"""DeezLouiz @ AkoTA5kmtN"" calls 2.47 and go all in",2025-01-28T06:49:45.296Z,173804698529600
"""Zaleu @ sN5xMfD2pb"" raises to 2.47",2025-01-28T06:49:40.982Z,173804698098200
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:49:38.424Z,173804697842400
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:49:35.793Z,173804697579305
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:49:35.793Z,173804697579304
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (15.33) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.47)",2025-01-28T06:49:35.793Z,173804697579301
"-- starting hand #235 (id: cdnkaqvmilxh)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:49:35.793Z,173804697579300
"""DeezLouiz @ AkoTA5kmtN"" shows a 10♥, J♣.",2025-01-28T06:49:34.140Z,173804697414000
"-- ending hand #234 --",2025-01-28T06:49:32.181Z,173804697218102
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:49:32.181Z,173804697218101
"Uncalled bet of 2.47 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:49:32.181Z,173804697218100
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:49:31.309Z,173804697130900
"""Zaleu @ sN5xMfD2pb"" raises to 2.57",2025-01-28T06:49:25.415Z,173804696541500
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:49:23.057Z,173804696305705
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:49:23.057Z,173804696305704
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (15.23) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.57)",2025-01-28T06:49:23.057Z,173804696305701
"-- starting hand #234 (id: iaemri9d4ju7)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:49:23.057Z,173804696305700
"-- ending hand #233 --",2025-01-28T06:49:20.134Z,173804696013402
"""Zaleu @ sN5xMfD2pb"" collected 0.40 from pot",2025-01-28T06:49:20.134Z,173804696013401
"Uncalled bet of 2.57 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:49:20.134Z,173804696013400
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:49:19.305Z,173804695930500
"""Zaleu @ sN5xMfD2pb"" raises to 2.77",2025-01-28T06:49:18.324Z,173804695832400
"""DeezLouiz @ AkoTA5kmtN"" raises to 0.20",2025-01-28T06:49:16.030Z,173804695603000
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:49:11.927Z,173804695192705
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:49:11.927Z,173804695192704
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (15.03) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.77)",2025-01-28T06:49:11.927Z,173804695192701
"-- starting hand #233 (id: qax9lh3ywz8a)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:49:11.927Z,173804695192700
"-- ending hand #232 --",2025-01-28T06:49:08.927Z,173804694892702
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:49:08.927Z,173804694892701
"Uncalled bet of 0.20 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:49:08.927Z,173804694892700
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:49:08.087Z,173804694808700
"""Zaleu @ sN5xMfD2pb"" raises to 0.30",2025-01-28T06:49:07.210Z,173804694721000
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:49:02.531Z,173804694253105
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:49:02.531Z,173804694253104
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.93) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.87)",2025-01-28T06:49:02.531Z,173804694253101
"-- starting hand #232 (id: vnxqijckq8vo)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:49:02.531Z,173804694253100
"-- ending hand #231 --",2025-01-28T06:48:59.539Z,173804693953902
"""DeezLouiz @ AkoTA5kmtN"" collected 0.20 from pot",2025-01-28T06:48:59.539Z,173804693953901
"Uncalled bet of 0.10 returned to ""DeezLouiz @ AkoTA5kmtN""",2025-01-28T06:48:59.539Z,173804693953900
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:48:58.717Z,173804693871700
"""DeezLouiz @ AkoTA5kmtN"" raises to 0.20",2025-01-28T06:48:55.634Z,173804693563400
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:48:52.376Z,173804693237605
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:48:52.376Z,173804693237604
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (15.03) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.77)",2025-01-28T06:48:52.376Z,173804693237601
"-- starting hand #231 (id: a9jremju30oh)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:48:52.376Z,173804693237600
"-- ending hand #230 --",2025-01-28T06:48:49.445Z,173804692944502
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:48:49.445Z,173804692944501
"Uncalled bet of 0.20 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:48:49.445Z,173804692944500
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:48:48.637Z,173804692863700
"""Zaleu @ sN5xMfD2pb"" raises to 0.30",2025-01-28T06:48:47.748Z,173804692774800
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:48:41.271Z,173804692127105
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:48:41.271Z,173804692127104
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.93) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.87)",2025-01-28T06:48:41.271Z,173804692127101
"-- starting hand #230 (id: bpokjg5s2hhc)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:48:41.271Z,173804692127100
"-- ending hand #229 --",2025-01-28T06:48:38.358Z,173804691835802
"""Zaleu @ sN5xMfD2pb"" collected 0.10 from pot",2025-01-28T06:48:38.358Z,173804691835801
"Uncalled bet of 0.05 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:48:38.358Z,173804691835800
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:48:37.509Z,173804691750900
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:48:35.602Z,173804691560205
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:48:35.602Z,173804691560204
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.88) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.92)",2025-01-28T06:48:35.602Z,173804691560201
"-- starting hand #229 (id: 3qoh11x2n1bk)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:48:35.602Z,173804691560200
"-- ending hand #228 --",2025-01-28T06:48:32.648Z,173804691264802
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:48:32.648Z,173804691264801
"Uncalled bet of 0.80 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:48:32.648Z,173804691264800
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:48:31.838Z,173804691183800
"""Zaleu @ sN5xMfD2pb"" raises to 0.90",2025-01-28T06:48:30.955Z,173804691095500
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:48:26.624Z,173804690662405
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:48:26.624Z,173804690662404
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.78) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.02)",2025-01-28T06:48:26.624Z,173804690662401
"-- starting hand #228 (id: zcny0yiuepqa)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:48:26.624Z,173804690662400
"-- ending hand #227 --",2025-01-28T06:48:23.697Z,173804690369702
"""DeezLouiz @ AkoTA5kmtN"" collected 0.20 from pot",2025-01-28T06:48:23.697Z,173804690369701
"Uncalled bet of 0.22 returned to ""DeezLouiz @ AkoTA5kmtN""",2025-01-28T06:48:23.697Z,173804690369700
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:48:22.837Z,173804690283700
"""DeezLouiz @ AkoTA5kmtN"" bets 0.22",2025-01-28T06:48:21.894Z,173804690189400
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:48:17.430Z,173804689743000
"Flop:  [5♦, K♦, J♥]",2025-01-28T06:48:15.601Z,173804689560100
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:48:14.774Z,173804689477400
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:48:13.282Z,173804689328200
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:48:09.200Z,173804688920005
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:48:09.200Z,173804688920004
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.88) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.92)",2025-01-28T06:48:09.200Z,173804688920001
"-- starting hand #227 (id: uaiyagqo2z9a)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:48:09.200Z,173804688920000
"-- ending hand #226 --",2025-01-28T06:48:06.246Z,173804688624602
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:48:06.246Z,173804688624601
"Uncalled bet of 0.20 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:48:06.246Z,173804688624600
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:48:05.435Z,173804688543500
"""Zaleu @ sN5xMfD2pb"" raises to 0.30",2025-01-28T06:48:04.138Z,173804688413800
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:48:01.154Z,173804688115405
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:48:01.154Z,173804688115404
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.78) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.02)",2025-01-28T06:48:01.154Z,173804688115401
"-- starting hand #226 (id: ro14ua2zdaia)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:48:01.154Z,173804688115400
"-- ending hand #225 --",2025-01-28T06:47:58.214Z,173804687821402
"""Zaleu @ sN5xMfD2pb"" collected 0.10 from pot",2025-01-28T06:47:58.214Z,173804687821401
"Uncalled bet of 0.05 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:47:58.214Z,173804687821400
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:47:57.356Z,173804687735600
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:47:55.517Z,173804687551705
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:47:55.517Z,173804687551704
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.73) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.07)",2025-01-28T06:47:55.517Z,173804687551701
"-- starting hand #225 (id: 5gkf4ymmiugq)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:47:55.517Z,173804687551700
"-- ending hand #224 --",2025-01-28T06:47:52.611Z,173804687261102
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:47:52.611Z,173804687261101
"Uncalled bet of 0.20 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:47:52.611Z,173804687261100
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:47:51.738Z,173804687173800
"""Zaleu @ sN5xMfD2pb"" raises to 0.30",2025-01-28T06:47:50.676Z,173804687067600
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:47:47.205Z,173804686720505
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:47:47.205Z,173804686720504
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.63) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.17)",2025-01-28T06:47:47.205Z,173804686720501
"-- starting hand #224 (id: ny7golooarij)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:47:47.205Z,173804686720500
"-- ending hand #223 --",2025-01-28T06:47:44.200Z,173804686420002
"""Zaleu @ sN5xMfD2pb"" collected 0.10 from pot",2025-01-28T06:47:44.200Z,173804686420001
"Uncalled bet of 0.05 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:47:44.200Z,173804686420000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:47:43.356Z,173804686335600
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:47:41.392Z,173804686139205
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:47:41.392Z,173804686139204
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.58) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.22)",2025-01-28T06:47:41.392Z,173804686139201
"-- starting hand #223 (id: dogtnymj2chp)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:47:41.392Z,173804686139200
"-- ending hand #222 --",2025-01-28T06:47:38.465Z,173804685846502
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:47:38.465Z,173804685846501
"Uncalled bet of 0.90 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:47:38.465Z,173804685846500
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:47:37.653Z,173804685765300
"""Zaleu @ sN5xMfD2pb"" raises to 1.00",2025-01-28T06:47:36.055Z,173804685605500
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:47:32.829Z,173804685282905
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:47:32.829Z,173804685282904
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.48) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.32)",2025-01-28T06:47:32.829Z,173804685282901
"-- starting hand #222 (id: gazwxtytbvns)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:47:32.829Z,173804685282900
"-- ending hand #221 --",2025-01-28T06:47:29.877Z,173804684987702
"""Zaleu @ sN5xMfD2pb"" collected 0.10 from pot",2025-01-28T06:47:29.877Z,173804684987701
"Uncalled bet of 0.05 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:47:29.877Z,173804684987700
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:47:29.067Z,173804684906700
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:47:27.774Z,173804684777405
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:47:27.774Z,173804684777404
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.43) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.37)",2025-01-28T06:47:27.774Z,173804684777401
"-- starting hand #221 (id: yglsp04oeyhr)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:47:27.774Z,173804684777400
"-- ending hand #220 --",2025-01-28T06:47:24.774Z,173804684477402
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:47:24.774Z,173804684477401
"Uncalled bet of 0.70 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:47:24.774Z,173804684477400
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:47:23.880Z,173804684388000
"""Zaleu @ sN5xMfD2pb"" raises to 0.80",2025-01-28T06:47:22.460Z,173804684246000
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:47:18.187Z,173804683818705
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:47:18.187Z,173804683818704
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (14.33) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.47)",2025-01-28T06:47:18.187Z,173804683818701
"-- starting hand #220 (id: bpnaud3hkm3a)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:47:18.187Z,173804683818700
"-- ending hand #219 --",2025-01-28T06:47:12.164Z,173804683216403
"""DeezLouiz @ AkoTA5kmtN"" shows a 9♣, A♣.",2025-01-28T06:47:12.164Z,173804683216402
"""Zaleu @ sN5xMfD2pb"" collected 1.00 from pot with Full House, K's over 7's (combination: K♥, K♠, K♣, 7♣, 7♠)",2025-01-28T06:47:12.164Z,173804683216401
"""Zaleu @ sN5xMfD2pb"" shows a 7♣, 3♥.",2025-01-28T06:47:12.164Z,173804683216400
"""Zaleu @ sN5xMfD2pb"" calls 0.40",2025-01-28T06:47:11.316Z,173804683131600
"""DeezLouiz @ AkoTA5kmtN"" raises to 0.40",2025-01-28T06:47:09.647Z,173804682964700
"""Zaleu @ sN5xMfD2pb"" bets 0.20",2025-01-28T06:47:04.329Z,173804682432900
"River: Q♦, K♥, K♠, 7♠ [K♣]",2025-01-28T06:46:57.727Z,173804681772700
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:46:56.866Z,173804681686600
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:46:55.980Z,173804681598000
"Turn: Q♦, K♥, K♠ [7♠]",2025-01-28T06:46:54.641Z,173804681464100
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:46:53.815Z,173804681381500
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:46:52.892Z,173804681289200
"Flop:  [Q♦, K♥, K♠]",2025-01-28T06:46:50.607Z,173804681060700
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:46:49.743Z,173804680974300
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:46:48.364Z,173804680836400
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:46:44.907Z,173804680490705
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:46:44.907Z,173804680490704
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (13.83) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.97)",2025-01-28T06:46:44.907Z,173804680490701
"-- starting hand #219 (id: 5gcmvultmmsl)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:46:44.907Z,173804680490700
"-- ending hand #218 --",2025-01-28T06:46:41.958Z,173804680195802
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:46:41.958Z,173804680195801
"Uncalled bet of 0.90 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:46:41.958Z,173804680195800
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:46:41.132Z,173804680113200
"""Zaleu @ sN5xMfD2pb"" raises to 1.00",2025-01-28T06:46:40.267Z,173804680026700
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:46:36.385Z,173804679638505
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:46:36.385Z,173804679638504
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (13.73) | #3 ""DeezLouiz @ AkoTA5kmtN"" (4.07)",2025-01-28T06:46:36.385Z,173804679638501
"-- starting hand #218 (id: wyvdg5oqzgxj)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:46:36.385Z,173804679638500
"-- ending hand #217 --",2025-01-28T06:46:33.454Z,173804679345402
"""DeezLouiz @ AkoTA5kmtN"" collected 0.40 from pot",2025-01-28T06:46:33.454Z,173804679345401
"Uncalled bet of 0.30 returned to ""DeezLouiz @ AkoTA5kmtN""",2025-01-28T06:46:33.454Z,173804679345400
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:46:32.635Z,173804679263500
"""DeezLouiz @ AkoTA5kmtN"" bets 0.30",2025-01-28T06:46:31.755Z,173804679175500
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:46:25.737Z,173804678573700
"Turn: 7♣, Q♦, 7♥ [J♠]",2025-01-28T06:46:24.485Z,173804678448500
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:46:23.633Z,173804678363300
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:46:22.737Z,173804678273700
"Flop:  [7♣, Q♦, 7♥]",2025-01-28T06:46:19.763Z,173804677976300
"""Zaleu @ sN5xMfD2pb"" calls 0.20",2025-01-28T06:46:18.906Z,173804677890600
"""DeezLouiz @ AkoTA5kmtN"" raises to 0.20",2025-01-28T06:46:17.000Z,173804677700000
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:46:14.257Z,173804677425705
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:46:14.257Z,173804677425704
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (13.93) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.87)",2025-01-28T06:46:14.257Z,173804677425701
"-- starting hand #217 (id: 7bxvl0umc6xk)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:46:14.257Z,173804677425700
"-- ending hand #216 --",2025-01-28T06:46:11.350Z,173804677135002
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:46:11.350Z,173804677135001
"Uncalled bet of 0.90 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:46:11.350Z,173804677135000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:46:10.482Z,173804677048200
"""Zaleu @ sN5xMfD2pb"" raises to 1.00",2025-01-28T06:46:09.395Z,173804676939500
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:46:01.637Z,173804676163705
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:46:01.637Z,173804676163704
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (13.83) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.97)",2025-01-28T06:46:01.637Z,173804676163701
"-- starting hand #216 (id: k3deysmpumza)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:46:01.637Z,173804676163700
"-- ending hand #215 --",2025-01-28T06:45:58.710Z,173804675871002
"""Zaleu @ sN5xMfD2pb"" collected 0.10 from pot",2025-01-28T06:45:58.710Z,173804675871001
"Uncalled bet of 0.05 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:45:58.710Z,173804675871000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:45:57.856Z,173804675785600
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:45:55.167Z,173804675516705
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:45:55.167Z,173804675516704
"Player stacks: #2 ""Zaleu @ sN5xMfD2pb"" (13.78) | #3 ""DeezLouiz @ AkoTA5kmtN"" (4.02)",2025-01-28T06:45:55.167Z,173804675516701
"-- starting hand #215 (id: 55vf6t8hsmm0)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:45:55.167Z,173804675516700
"-- ending hand #214 --",2025-01-28T06:45:49.098Z,173804674909802
"""DeezLouiz @ AkoTA5kmtN"" collected 0.20 from pot with Pair, 2's (combination: 2♥, 2♠, A♠, 10♦, 9♥)",2025-01-28T06:45:49.098Z,173804674909801
"""DeezLouiz @ AkoTA5kmtN"" shows a 8♣, A♠.",2025-01-28T06:45:49.098Z,173804674909800
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:45:48.255Z,173804674825500
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:45:47.354Z,173804674735400
"River: 10♦, 2♥, 9♥, 2♠ [5♦]",2025-01-28T06:45:45.822Z,173804674582200
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:45:45.008Z,173804674500800
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:45:44.113Z,173804674411300
"Turn: 10♦, 2♥, 9♥ [2♠]",2025-01-28T06:45:42.544Z,173804674254400
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:45:41.736Z,173804674173600
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:45:40.861Z,173804674086100
"Flop:  [10♦, 2♥, 9♥]",2025-01-28T06:45:37.568Z,173804673756800
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:45:36.743Z,173804673674300
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T06:45:35.448Z,173804673544800
