entry,at,order
"""Misha @ Kvjues6h6A"" shows a 2♣, A♠.",2025-01-28T05:55:04.209Z,173804370420900
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:55:03.383Z,173804370338300
"""Misha @ Kvjues6h6A"" checks",2025-01-28T05:54:57.989Z,173804369798900
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T05:54:57.123Z,173804369712300
"River: 8♠, 7♥, 8♣, K♠ [5♠]",2025-01-28T05:54:55.216Z,173804369521600
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:54:54.393Z,173804369439300
"""Misha @ Kvjues6h6A"" checks",2025-01-28T05:54:53.504Z,173804369350400
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T05:54:49.636Z,173804368963600
"Turn: 8♠, 7♥, 8♣ [K♠]",2025-01-28T05:54:47.401Z,173804368740100
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:54:46.590Z,173804368659000
"""Misha @ Kvjues6h6A"" checks",2025-01-28T05:54:45.732Z,173804368573200
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T05:54:42.653Z,173804368265300
"Flop:  [8♠, 7♥, 8♣]",2025-01-28T05:54:38.240Z,173804367824000
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:54:37.369Z,173804367736900
"""Los @ ZxB8Ml7CpM"" calls 0.30",2025-01-28T05:54:36.000Z,173804367600000
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T05:54:34.474Z,173804367447400
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:54:33.528Z,173804367352800
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T05:54:32.230Z,173804367223000
"""Henry @ eJe4ehUK15"" posts a big blind of 0.10",2025-01-28T05:54:28.632Z,173804366863208
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T05:54:28.632Z,173804366863207
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (21.02) | #2 ""Zaleu @ sN5xMfD2pb"" (6.80) | #3 ""DeezLouiz @ AkoTA5kmtN"" (15.66) | #4 ""Los @ ZxB8Ml7CpM"" (2.88) | #10 ""Henry @ eJe4ehUK15"" (18.64)",2025-01-28T05:54:28.632Z,173804366863201
"-- starting hand #125 (id: knbvd1utixn7)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T05:54:28.632Z,173804366863200
"-- ending hand #124 --",2025-01-28T05:54:22.594Z,173804366259403
"""Henry @ eJe4ehUK15"" shows a Q♠, 8♠.",2025-01-28T05:54:22.594Z,173804366259402
"""Zaleu @ sN5xMfD2pb"" collected 4.45 from pot with Pair, 4's (combination: 4♠, 4♦, A♣, K♠, J♦)",2025-01-28T05:54:22.594Z,173804366259401
"""Zaleu @ sN5xMfD2pb"" shows a 9♦, A♣.",2025-01-28T05:54:22.594Z,173804366259400
"""Zaleu @ sN5xMfD2pb"" calls 0.50",2025-01-28T05:54:21.701Z,173804366170100
"""Henry @ eJe4ehUK15"" bets 0.50",2025-01-28T05:54:15.277Z,173804365527700
"River: K♠, J♦, 4♠, 5♣ [4♦]",2025-01-28T05:54:10.787Z,173804365078700
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:54:09.971Z,173804364997100
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:54:08.116Z,173804364811600
"Turn: K♠, J♦, 4♠ [5♣]",2025-01-28T05:54:03.525Z,173804364352500
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T05:54:02.620Z,173804364262000
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:53:59.169Z,173804363916900
"""Henry @ eJe4ehUK15"" bets 0.30",2025-01-28T05:53:55.844Z,173804363584400
"Flop:  [K♠, J♦, 4♠]",2025-01-28T05:53:49.341Z,173804362934100
"""Misha @ Kvjues6h6A"" calls 0.90",2025-01-28T05:53:48.529Z,173804362852900
"""Henry @ eJe4ehUK15"" calls 0.90",2025-01-28T05:53:47.651Z,173804362765100
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:53:43.046Z,173804362304600
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:53:41.637Z,173804362163700
"""Zaleu @ sN5xMfD2pb"" raises to 0.90",2025-01-28T05:53:40.730Z,173804362073000
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T05:53:30.500Z,173804361050000
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:53:26.155Z,173804360615500
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T05:53:15.692Z,173804359569208
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T05:53:15.692Z,173804359569207
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (21.92) | #2 ""Zaleu @ sN5xMfD2pb"" (4.05) | #3 ""DeezLouiz @ AkoTA5kmtN"" (15.71) | #4 ""Los @ ZxB8Ml7CpM"" (2.98) | #10 ""Henry @ eJe4ehUK15"" (20.34)",2025-01-28T05:53:15.692Z,173804359569201
"-- starting hand #124 (id: itqmzbefqhlx)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T05:53:15.692Z,173804359569200
"""Los @ ZxB8Ml7CpM"" shows a Q♦, A♣.",2025-01-28T05:53:14.462Z,173804359446200
"-- ending hand #123 --",2025-01-28T05:53:09.143Z,173804358914302
"""Henry @ eJe4ehUK15"" collected 13.52 from pot with Two Pair, Q's & 10's (combination: Q♥, Q♣, 10♣, 10♥, J♦)",2025-01-28T05:53:09.143Z,173804358914301
"""Henry @ eJe4ehUK15"" shows a 10♣, Q♥.",2025-01-28T05:53:09.143Z,173804358914300
"""Los @ ZxB8Ml7CpM"" calls 5.03",2025-01-28T05:53:08.318Z,173804358831800
"""Henry @ eJe4ehUK15"" raises to 5.03",2025-01-28T05:53:04.126Z,173804358412600
"""Los @ ZxB8Ml7CpM"" bets 0.49",2025-01-28T05:52:56.430Z,173804357643000
"River: Q♣, 7♣, J♦, 4♦ [10♥]",2025-01-28T05:52:41.999Z,173804356199900
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:52:41.122Z,173804356112200
"""Henry @ eJe4ehUK15"" calls 0.81",2025-01-28T05:52:37.281Z,173804355728100
"""Los @ ZxB8Ml7CpM"" bets 0.81",2025-01-28T05:52:35.504Z,173804355550400
"Turn: Q♣, 7♣, J♦ [4♦]",2025-01-28T05:52:30.280Z,173804355028000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:52:29.425Z,173804354942500
"""Misha @ Kvjues6h6A"" calls 0.33",2025-01-28T05:52:28.241Z,173804354824100
"""Henry @ eJe4ehUK15"" calls 0.33",2025-01-28T05:52:26.014Z,173804354601400
"""Los @ ZxB8Ml7CpM"" bets 0.33",2025-01-28T05:52:24.318Z,173804354431800
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:52:19.426Z,173804353942600
"Flop:  [Q♣, 7♣, J♦]",2025-01-28T05:52:14.387Z,173804353438700
"""DeezLouiz @ AkoTA5kmtN"" calls 0.20",2025-01-28T05:52:13.559Z,173804353355900
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:52:12.643Z,173804353264300
"""Misha @ Kvjues6h6A"" calls 0.20",2025-01-28T05:52:11.726Z,173804353172600
"""Henry @ eJe4ehUK15"" calls 0.20",2025-01-28T05:52:09.299Z,173804352929900
"""Los @ ZxB8Ml7CpM"" raises to 0.20",2025-01-28T05:52:07.434Z,173804352743400
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T05:52:04.680Z,173804352468008
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T05:52:04.680Z,173804352468007
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (22.45) | #2 ""Zaleu @ sN5xMfD2pb"" (4.10) | #3 ""DeezLouiz @ AkoTA5kmtN"" (15.91) | #4 ""Los @ ZxB8Ml7CpM"" (9.35) | #10 ""Henry @ eJe4ehUK15"" (13.19)",2025-01-28T05:52:04.680Z,173804352468001
"-- starting hand #123 (id: ibpua647e8zp)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T05:52:04.680Z,173804352468000
"-- ending hand #122 --",2025-01-28T05:51:58.634Z,173804351863403
"""Misha @ Kvjues6h6A"" shows a A♣, 4♥.",2025-01-28T05:51:58.634Z,173804351863402
"""DeezLouiz @ AkoTA5kmtN"" collected 2.80 from pot with Three of a Kind, K's (combination: K♦, K♠, K♥, 9♠, 5♣)",2025-01-28T05:51:58.634Z,173804351863401
"""DeezLouiz @ AkoTA5kmtN"" shows a 5♣, K♦.",2025-01-28T05:51:58.634Z,173804351863400
"""DeezLouiz @ AkoTA5kmtN"" calls 0.60",2025-01-28T05:51:57.811Z,173804351781100
"""Zaleu @ sN5xMfD2pb"" calls 0.60",2025-01-28T05:51:56.937Z,173804351693700
"""Misha @ Kvjues6h6A"" bets 0.60",2025-01-28T05:51:53.076Z,173804351307600
"River: 4♠, 2♦, K♠, 9♠ [K♥]",2025-01-28T05:51:49.008Z,173804350900800
"""Misha @ Kvjues6h6A"" calls 0.20",2025-01-28T05:51:48.192Z,173804350819200
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:51:47.250Z,173804350725000
"""DeezLouiz @ AkoTA5kmtN"" calls 0.20",2025-01-28T05:51:46.377Z,173804350637700
"""Zaleu @ sN5xMfD2pb"" bets 0.20",2025-01-28T05:51:45.284Z,173804350528400
"""Misha @ Kvjues6h6A"" checks",2025-01-28T05:51:42.152Z,173804350215200
"Turn: 4♠, 2♦, K♠ [9♠]",2025-01-28T05:51:40.112Z,173804350011200
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:51:39.261Z,173804349926100
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:51:37.366Z,173804349736600
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:51:36.486Z,173804349648600
"""Misha @ Kvjues6h6A"" checks",2025-01-28T05:51:35.298Z,173804349529800
"Flop:  [4♠, 2♦, K♠]",2025-01-28T05:51:28.645Z,173804348864500
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:51:27.752Z,173804348775200
"""Misha @ Kvjues6h6A"" calls 0.10",2025-01-28T05:51:25.057Z,173804348505700
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:51:23.448Z,173804348344800
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:51:21.868Z,173804348186800
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T05:51:20.924Z,173804348092400
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T05:51:18.019Z,173804347801908
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T05:51:18.019Z,173804347801907
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (23.35) | #2 ""Zaleu @ sN5xMfD2pb"" (5.00) | #3 ""DeezLouiz @ AkoTA5kmtN"" (14.01) | #4 ""Los @ ZxB8Ml7CpM"" (9.35) | #10 ""Henry @ eJe4ehUK15"" (13.29)",2025-01-28T05:51:18.019Z,173804347801901
"-- starting hand #122 (id: 1eazkhupezed)  (No Limit Texas Hold'em) (dealer: ""Henry @ eJe4ehUK15"") --",2025-01-28T05:51:18.019Z,173804347801900
"-- ending hand #121 --",2025-01-28T05:51:15.105Z,173804347510502
"""Misha @ Kvjues6h6A"" collected 0.20 from pot",2025-01-28T05:51:15.105Z,173804347510501
"Uncalled bet of 0.20 returned to ""Misha @ Kvjues6h6A""",2025-01-28T05:51:15.105Z,173804347510500
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:51:14.285Z,173804347428500
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T05:51:13.045Z,173804347304500
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:51:11.158Z,173804347115800
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:51:10.020Z,173804347002000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:51:09.072Z,173804346907200
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:51:08.198Z,173804346819800
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T05:51:04.655Z,173804346465509
"""Henry @ eJe4ehUK15"" posts a small blind of 0.05",2025-01-28T05:51:04.655Z,173804346465508
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (23.25) | #2 ""Zaleu @ sN5xMfD2pb"" (5.00) | #3 ""DeezLouiz @ AkoTA5kmtN"" (14.01) | #4 ""Los @ ZxB8Ml7CpM"" (9.35) | #10 ""Henry @ eJe4ehUK15"" (13.39)",2025-01-28T05:51:04.655Z,173804346465502
"-- starting hand #121 (id: boxwmlcglg98)  (No Limit Texas Hold'em) (dead button) --",2025-01-28T05:51:04.655Z,173804346465501
"The player ""Zaleu @ sN5xMfD2pb"" joined the game with a stack of 5.00.",2025-01-28T05:51:04.655Z,173804346465500
"-- ending hand #120 --",2025-01-28T05:51:01.740Z,173804346174002
"""Henry @ eJe4ehUK15"" collected 0.00 from pot",2025-01-28T05:51:01.740Z,173804346174001
"Uncalled bet of 0.10 returned to ""Henry @ eJe4ehUK15""",2025-01-28T05:51:01.740Z,173804346174000
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:51:00.901Z,173804346090100
"The admin approved the player ""Zaleu @ sN5xMfD2pb"" participation with a stack of 5.00.",2025-01-28T05:51:00.617Z,173804346061701
"The player ""Zaleu @ sN5xMfD2pb"" requested a seat.",2025-01-28T05:51:00.617Z,173804346061700
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:51:00.036Z,173804346003600
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:50:59.101Z,173804345910100
"""Henry @ eJe4ehUK15"" posts a big blind of 0.10",2025-01-28T05:50:56.773Z,173804345677308
"Dead Small Blind",2025-01-28T05:50:56.773Z,173804345677307
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (23.25) | #3 ""DeezLouiz @ AkoTA5kmtN"" (14.01) | #4 ""Los @ ZxB8Ml7CpM"" (9.35) | #10 ""Henry @ eJe4ehUK15"" (13.39)",2025-01-28T05:50:56.773Z,173804345677302
"-- starting hand #120 (id: u0edjeezrwrj)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T05:50:56.773Z,173804345677301
"The player ""Zaleu @ sN5xMfD2pb"" quits the game with a stack of 0.00.",2025-01-28T05:50:56.773Z,173804345677300
"-- ending hand #119 --",2025-01-28T05:50:48.766Z,173804344876602
"""Misha @ Kvjues6h6A"" collected 10.87 from pot with Straight, 9 High on the second run  (combination: 9♥, 8♠, 7♥, 6♥, 5♠)",2025-01-28T05:50:48.766Z,173804344876601
"""Misha @ Kvjues6h6A"" collected 10.87 from pot with Straight, 9 High (combination: 9♥, 8♠, 7♥, 6♥, 5♠)",2025-01-28T05:50:48.766Z,173804344876600
"River (second run): J♦, 8♠, 5♠, 7♥ [9♠]",2025-01-28T05:50:44.755Z,173804344475500
"River: J♦, 8♠, 5♠, 7♥ [9♦]",2025-01-28T05:50:40.746Z,173804344074600
"""Zaleu @ sN5xMfD2pb"" shows a 8♥, 7♦.",2025-01-28T05:50:36.737Z,173804343673701
"""Misha @ Kvjues6h6A"" shows a 6♥, 9♥.",2025-01-28T05:50:36.737Z,173804343673700
"All players in hand choose to run it twice.",2025-01-28T05:50:35.886Z,173804343588601
"""Zaleu @ sN5xMfD2pb"" chooses to  run it twice.",2025-01-28T05:50:35.886Z,173804343588600
"""Misha @ Kvjues6h6A"" chooses to  run it twice.",2025-01-28T05:50:35.779Z,173804343577900
"Remaining players decide whether to run it twice.",2025-01-28T05:50:33.749Z,173804343374901
"""Zaleu @ sN5xMfD2pb"" calls 9.27 and go all in",2025-01-28T05:50:33.749Z,173804343374900
"""Misha @ Kvjues6h6A"" bets 9.27",2025-01-28T05:50:32.425Z,173804343242500
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:50:30.762Z,173804343076200
"Turn: J♦, 8♠, 5♠ [7♥]",2025-01-28T05:50:26.935Z,173804342693500
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:50:26.060Z,173804342606000
"""Zaleu @ sN5xMfD2pb"" calls 0.80",2025-01-28T05:50:25.188Z,173804342518800
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:50:20.751Z,173804342075100
"""Misha @ Kvjues6h6A"" bets 0.80",2025-01-28T05:50:19.880Z,173804341988000
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:50:16.890Z,173804341689000
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:50:15.333Z,173804341533300
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T05:50:12.489Z,173804341248900
"Flop:  [J♦, 8♠, 5♠]",2025-01-28T05:50:08.415Z,173804340841500
"""Misha @ Kvjues6h6A"" calls 0.40",2025-01-28T05:50:07.592Z,173804340759200
"""Henry @ eJe4ehUK15"" calls 0.40",2025-01-28T05:50:06.238Z,173804340623800
"""Zaleu @ sN5xMfD2pb"" calls 0.40",2025-01-28T05:50:03.524Z,173804340352400
"""Los @ ZxB8Ml7CpM"" raises to 0.40",2025-01-28T05:50:00.384Z,173804340038400
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:49:58.592Z,173804339859200
"""Misha @ Kvjues6h6A"" calls 0.10",2025-01-28T05:49:56.362Z,173804339636200
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:49:49.167Z,173804338916700
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T05:49:46.427Z,173804338642708
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T05:49:46.427Z,173804338642707
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (11.98) | #3 ""DeezLouiz @ AkoTA5kmtN"" (14.01) | #4 ""Los @ ZxB8Ml7CpM"" (9.75) | #7 ""Zaleu @ sN5xMfD2pb"" (10.47) | #10 ""Henry @ eJe4ehUK15"" (13.79)",2025-01-28T05:49:46.427Z,173804338642701
"-- starting hand #119 (id: ixcftx8k6nze)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T05:49:46.427Z,173804338642700
"""Los @ ZxB8Ml7CpM"" shows a 2♠, A♦.",2025-01-28T05:49:45.132Z,173804338513200
"""DeezLouiz @ AkoTA5kmtN"" shows a 7♠, 7♣.",2025-01-28T05:49:43.130Z,173804338313000
"-- ending hand #118 --",2025-01-28T05:49:42.114Z,173804338211402
"""DeezLouiz @ AkoTA5kmtN"" collected 3.60 from pot",2025-01-28T05:49:42.114Z,173804338211401
"Uncalled bet of 10.41 returned to ""DeezLouiz @ AkoTA5kmtN""",2025-01-28T05:49:42.114Z,173804338211400
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:49:41.261Z,173804338126100
"""DeezLouiz @ AkoTA5kmtN"" bets 10.41 and go all in",2025-01-28T05:49:21.355Z,173804336135500
"Turn: 7♦, J♥, A♣ [9♣]",2025-01-28T05:49:18.542Z,173804335854200
"""Misha @ Kvjues6h6A"" calls 1.20",2025-01-28T05:49:17.661Z,173804335766100
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:49:15.559Z,173804335555900
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:49:14.133Z,173804335413300
"""DeezLouiz @ AkoTA5kmtN"" raises to 1.20",2025-01-28T05:49:12.761Z,173804335276100
"""Misha @ Kvjues6h6A"" bets 0.60",2025-01-28T05:49:10.696Z,173804335069600
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:49:08.311Z,173804334831100
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T05:49:05.283Z,173804334528300
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:49:03.381Z,173804334338100
"Flop:  [7♦, J♥, A♣]",2025-01-28T05:49:00.772Z,173804334077200
"""Henry @ eJe4ehUK15"" calls 0.30",2025-01-28T05:48:59.947Z,173804333994700
"""Los @ ZxB8Ml7CpM"" calls 0.30",2025-01-28T05:48:57.542Z,173804333754200
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T05:48:56.150Z,173804333615000
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T05:48:55.151Z,173804333515100
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:48:52.921Z,173804333292100
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:48:49.572Z,173804332957200
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T05:48:48.069Z,173804332806908
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T05:48:48.069Z,173804332806907
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (13.48) | #3 ""DeezLouiz @ AkoTA5kmtN"" (11.91) | #4 ""Los @ ZxB8Ml7CpM"" (10.05) | #7 ""Zaleu @ sN5xMfD2pb"" (10.47) | #10 ""Henry @ eJe4ehUK15"" (14.09)",2025-01-28T05:48:48.069Z,173804332806901
"-- starting hand #118 (id: 2zzftrgrawfw)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T05:48:48.069Z,173804332806900
"""Henry @ eJe4ehUK15"" shows a K♣, 5♠.",2025-01-28T05:48:41.369Z,173804332136900
"-- ending hand #117 --",2025-01-28T05:48:39.549Z,173804331954902
"""Zaleu @ sN5xMfD2pb"" collected 10.47 from pot with Straight, K High on the second run  (combination: K♦, Q♥, J♣, 10♣, 9♣)",2025-01-28T05:48:39.549Z,173804331954901
"""Misha @ Kvjues6h6A"" collected 10.47 from pot with Two Pair, A's & K's (combination: A♥, A♣, K♦, K♠, J♦)",2025-01-28T05:48:39.549Z,173804331954900
"River (second run): K♦, 9♣, 5♣, Q♥ [9♦]",2025-01-28T05:48:35.509Z,173804331550900
"Turn (second run): K♦, 9♣, 5♣ [Q♥]",2025-01-28T05:48:31.462Z,173804331146200
"River: K♦, 9♣, 5♣, J♦ [K♠]",2025-01-28T05:48:27.435Z,173804330743500
"Turn: K♦, 9♣, 5♣ [J♦]",2025-01-28T05:48:23.427Z,173804330342700
"""Zaleu @ sN5xMfD2pb"" shows a 10♣, J♣.",2025-01-28T05:48:19.416Z,173804329941601
"""Misha @ Kvjues6h6A"" shows a A♥, A♣.",2025-01-28T05:48:19.416Z,173804329941600
"All players in hand choose to run it twice.",2025-01-28T05:48:18.598Z,173804329859801
"""Misha @ Kvjues6h6A"" chooses to  run it twice.",2025-01-28T05:48:18.598Z,173804329859800
"""Zaleu @ sN5xMfD2pb"" chooses to  run it twice.",2025-01-28T05:48:17.875Z,173804329787500
"Remaining players decide whether to run it twice.",2025-01-28T05:48:16.914Z,173804329691401
"""Misha @ Kvjues6h6A"" calls 9.42",2025-01-28T05:48:16.914Z,173804329691400
"""Zaleu @ sN5xMfD2pb"" raises to 9.42 and go all in",2025-01-28T05:48:15.412Z,173804329541200
"""Misha @ Kvjues6h6A"" bets 1.50",2025-01-28T05:48:11.195Z,173804329119500
"Flop:  [K♦, 9♣, 5♣]",2025-01-28T05:48:04.250Z,173804328425000
"""Zaleu @ sN5xMfD2pb"" calls 1.00",2025-01-28T05:48:03.389Z,173804328338900
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:48:01.497Z,173804328149700
"""Misha @ Kvjues6h6A"" raises to 1.00",2025-01-28T05:48:00.566Z,173804328056600
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:47:50.238Z,173804327023800
"""Zaleu @ sN5xMfD2pb"" raises to 0.30",2025-01-28T05:47:47.003Z,173804326700300
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:47:44.051Z,173804326405100
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T05:47:42.653Z,173804326265308
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T05:47:42.653Z,173804326265307
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (13.43) | #3 ""DeezLouiz @ AkoTA5kmtN"" (12.01) | #4 ""Los @ ZxB8Ml7CpM"" (10.05) | #7 ""Zaleu @ sN5xMfD2pb"" (10.42) | #10 ""Henry @ eJe4ehUK15"" (14.09)",2025-01-28T05:47:42.653Z,173804326265301
"-- starting hand #117 (id: ef5711dedzta)  (No Limit Texas Hold'em) (dealer: ""Henry @ eJe4ehUK15"") --",2025-01-28T05:47:42.653Z,173804326265300
"""DeezLouiz @ AkoTA5kmtN"" shows a 8♣, 4♠.",2025-01-28T05:47:38.805Z,173804325880500
"-- ending hand #116 --",2025-01-28T05:47:36.114Z,173804325611403
"""Henry @ eJe4ehUK15"" shows a J♠, J♦.",2025-01-28T05:47:36.114Z,173804325611402
"""Zaleu @ sN5xMfD2pb"" collected 3.80 from pot with Two Pair, K's & 4's (combination: K♠, K♣, 4♥, 4♣, 6♣)",2025-01-28T05:47:36.114Z,173804325611401
"""Zaleu @ sN5xMfD2pb"" shows a 6♣, K♠.",2025-01-28T05:47:36.114Z,173804325611400
"""Zaleu @ sN5xMfD2pb"" calls 1.00",2025-01-28T05:47:35.279Z,173804325527900
"""Henry @ eJe4ehUK15"" bets 1.00",2025-01-28T05:47:33.918Z,173804325391800
"River: 4♥, 3♦, K♣, 4♣ [2♥]",2025-01-28T05:47:27.980Z,173804324798000
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T05:47:27.159Z,173804324715900
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:47:24.995Z,173804324499500
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:47:24.093Z,173804324409300
"""Henry @ eJe4ehUK15"" bets 0.30",2025-01-28T05:47:22.976Z,173804324297600
"Turn: 4♥, 3♦, K♣ [4♣]",2025-01-28T05:47:18.826Z,173804323882600
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:47:17.971Z,173804323797100
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T05:47:16.225Z,173804323622500
"""Misha @ Kvjues6h6A"" checks",2025-01-28T05:47:14.411Z,173804323441100
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:47:12.362Z,173804323236200
"Flop:  [4♥, 3♦, K♣]",2025-01-28T05:47:03.174Z,173804322317400
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T05:47:02.322Z,173804322232200
"""Los @ ZxB8Ml7CpM"" calls 0.30",2025-01-28T05:47:01.421Z,173804322142100
"""Misha @ Kvjues6h6A"" calls 0.30",2025-01-28T05:47:00.321Z,173804322032100
"""Henry @ eJe4ehUK15"" raises to 0.30",2025-01-28T05:46:58.542Z,173804321854200
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T05:46:54.728Z,173804321472800
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T05:46:53.230Z,173804321323000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:46:51.383Z,173804321138300
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T05:46:49.603Z,173804320960308
"""Henry @ eJe4ehUK15"" posts a small blind of 0.05",2025-01-28T05:46:49.603Z,173804320960307
